,Region,LAD code,Region name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
106,South West,E06000027,Torbay,9979.0,10042.0,10447.0,11261.0,11269.0,11464.0,11813.0,12233.0,12968.0,13492.0,13786.0,14477.0,14668.0,15049.0,15342.0,15720.0,16200.0,16729.0,17123.0,17443.0,17705.0,18342.0,18698.0
107,South West,E07000040,East Devon,12067.0,12340.0,12531.0,12963.0,13362.0,13803.0,13953.0,14419.0,15139.0,15867.0,16550.0,17430.0,17553.0,17625.0,17882.0,18268.0,18749.0,19238.0,20099.0,20173.0,20389.0,21524.0,22078.0
108,South West,E07000041,Exeter,9376.0,9370.0,9899.0,10150.0,10714.0,11238.0,11442.0,12009.0,12324.0,13109.0,13518.0,14111.0,14984.0,15066.0,15219.0,15721.0,16228.0,16388.0,17002.0,17174.0,17604.0,18358.0,19005.0
109,South West,E07000042,Mid Devon,11398.0,11455.0,11907.0,12164.0,12641.0,13004.0,13084.0,13549.0,14116.0,14790.0,15260.0,15806.0,16360.0,16403.0,16603.0,17105.0,17818.0,18090.0,18997.0,19283.0,19688.0,20409.0,20811.0
110,South West,E07000043,North Devon,10390.0,10531.0,11003.0,11287.0,11780.0,12100.0,12341.0,12759.0,13292.0,14009.0,14512.0,15098.0,15544.0,15740.0,15855.0,16537.0,17096.0,17536.0,18486.0,18652.0,18968.0,19925.0,20105.0
111,South West,E07000044,South Hams,12806.0,13141.0,13205.0,13574.0,14321.0,14695.0,14982.0,15615.0,16575.0,17248.0,18058.0,19149.0,19013.0,19103.0,19246.0,19830.0,20348.0,20999.0,22259.0,22451.0,22620.0,23824.0,23927.0
112,South West,E07000045,Teignbridge,10867.0,10995.0,11311.0,11601.0,12052.0,12512.0,12706.0,13153.0,13825.0,14597.0,15129.0,15765.0,16290.0,16471.0,16675.0,17270.0,17846.0,18206.0,18959.0,19244.0,19484.0,20499.0,21009.0
113,South West,E07000046,Torridge,10360.0,10461.0,10831.0,10980.0,11366.0,11792.0,11975.0,12392.0,12889.0,13483.0,13957.0,14559.0,15261.0,15379.0,15435.0,15916.0,16366.0,16730.0,17461.0,17536.0,17828.0,18420.0,18974.0
114,South West,E07000047,West Devon,12273.0,12339.0,12656.0,12895.0,13361.0,13741.0,13934.0,14527.0,15363.0,16157.0,16729.0,17222.0,17178.0,17288.0,17408.0,17994.0,18542.0,18967.0,20129.0,20207.0,20295.0,21187.0,21509.0
117,South East,E06000036,Bracknell Forest,12184.0,12429.0,12712.0,13652.0,13909.0,14316.0,14563.0,14867.0,15476.0,16251.0,17330.0,17704.0,18205.0,18239.0,18563.0,19322.0,20151.0,20344.0,21461.0,22090.0,22488.0,23382.0,23892.0
118,South East,E06000037,West Berkshire,14281.0,14513.0,14940.0,15969.0,16076.0,16528.0,16783.0,17258.0,18033.0,18818.0,20170.0,20553.0,20396.0,20322.0,20865.0,21605.0,22420.0,22970.0,24519.0,24949.0,25356.0,26289.0,26714.0
119,South East,E06000038,Reading,11615.0,11690.0,12236.0,13356.0,13484.0,13971.0,14131.0,14484.0,14837.0,15424.0,16442.0,16788.0,17138.0,17048.0,17421.0,18205.0,19001.0,19223.0,20306.0,20812.0,21588.0,22350.0,23203.0
120,South East,E06000039,Slough,10084.0,10233.0,10554.0,11257.0,11638.0,11921.0,12302.0,12567.0,12926.0,13285.0,13825.0,13989.0,14475.0,14376.0,14605.0,15309.0,16144.0,16121.0,17043.0,17521.0,18257.0,18760.0,19469.0
121,South East,E06000040,Windsor and Maidenhead,17737.0,18466.0,18741.0,20124.0,20134.0,20511.0,20684.0,20961.0,21983.0,22763.0,24480.0,25015.0,24584.0,24399.0,24891.0,25794.0,26806.0,27871.0,29464.0,29997.0,30343.0,31510.0,31975.0
122,South East,E06000041,Wokingham,15879.0,16054.0,16578.0,17651.0,17490.0,18023.0,18393.0,18885.0,19671.0,20442.0,22090.0,22518.0,22214.0,22226.0,22786.0,23492.0,24339.0,25114.0,26786.0,27147.0,27217.0,28189.0,29443.0
123,South East,E06000042,Milton Keynes,11125.0,11274.0,11667.0,12367.0,12716.0,13469.0,13713.0,14477.0,14993.0,15463.0,16246.0,16679.0,16659.0,17031.0,17099.0,17494.0,17820.0,18358.0,19639.0,20038.0,20665.0,21649.0,22116.0
124,South East,E06000060,Buckinghamshire,14935.0,15218.0,15823.0,16825.0,17456.0,17813.0,17899.0,18653.0,19322.0,20681.0,21500.0,22049.0,22520.0,22463.0,22674.0,23286.0,24016.0,24777.0,26469.0,27122.0,27592.0,28387.0,29044.0
125,South East,E07000177,Cherwell,11981.0,12161.0,12733.0,13509.0,13799.0,14194.0,14342.0,14946.0,15268.0,16259.0,16658.0,16996.0,17712.0,17569.0,17951.0,18788.0,19481.0,20194.0,21741.0,21927.0,22418.0,23513.0,24115.0
126,South East,E07000178,Oxford,10932.0,11148.0,11672.0,12413.0,12790.0,13178.0,13188.0,13675.0,13674.0,14839.0,15257.0,15613.0,16454.0,16203.0,16425.0,17357.0,17995.0,18334.0,19820.0,20000.0,20884.0,21875.0,22848.0
127,South East,E07000179,South Oxfordshire,15885.0,16012.0,16518.0,18045.0,18126.0,18689.0,18921.0,19749.0,20563.0,21742.0,22665.0,22969.0,23046.0,22993.0,23237.0,24251.0,25154.0,26045.0,28221.0,28246.0,28713.0,29565.0,29669.0
128,South East,E07000180,Vale of White Horse,13707.0,14046.0,14299.0,15402.0,15595.0,16020.0,16199.0,16800.0,17346.0,18457.0,19024.0,19685.0,19799.0,19719.0,20030.0,20930.0,21575.0,22501.0,24190.0,23957.0,24209.0,25249.0,25680.0
129,South East,E07000181,West Oxfordshire,14293.0,14619.0,15026.0,16204.0,16315.0,16785.0,16858.0,17521.0,18005.0,18975.0,19533.0,19968.0,20046.0,19805.0,20254.0,20915.0,21564.0,22487.0,24345.0,24497.0,24889.0,26101.0,27212.0
130,South East,E06000043,Brighton and Hove,12019.0,12107.0,12630.0,13458.0,13998.0,14438.0,14616.0,15193.0,16015.0,16242.0,16841.0,17371.0,17860.0,17764.0,17972.0,18379.0,19005.0,19457.0,20689.0,20963.0,21486.0,22365.0,23142.0
131,South East,E07000061,Eastbourne,10159.0,10323.0,10855.0,11529.0,11981.0,12315.0,12525.0,12639.0,13065.0,13455.0,14407.0,14795.0,15355.0,15980.0,15845.0,16310.0,17043.0,17278.0,18191.0,18551.0,18753.0,19796.0,20020.0
132,South East,E07000062,Hastings,8209.0,8415.0,8801.0,9085.0,9423.0,9962.0,10184.0,10343.0,10730.0,11272.0,11938.0,12128.0,13326.0,13836.0,13830.0,14526.0,15251.0,15275.0,15954.0,16431.0,16920.0,17621.0,18545.0
133,South East,E07000063,Lewes,12209.0,12428.0,12796.0,13492.0,14098.0,14372.0,14575.0,14946.0,15695.0,16261.0,17628.0,18097.0,18255.0,18694.0,18812.0,19232.0,20072.0,20400.0,21724.0,22079.0,22249.0,22947.0,23543.0
134,South East,E07000064,Rother,11941.0,11954.0,12438.0,13193.0,13856.0,14139.0,14401.0,14709.0,15343.0,15889.0,17122.0,17680.0,17729.0,18225.0,18275.0,18722.0,19643.0,19917.0,20987.0,21226.0,21242.0,22097.0,22585.0
135,South East,E07000065,Wealden,14649.0,14888.0,15602.0,16479.0,16997.0,17338.0,17592.0,18008.0,18848.0,19613.0,21079.0,21835.0,21714.0,22474.0,22189.0,22704.0,23746.0,24003.0,25311.0,25750.0,25888.0,25788.0,25895.0
136,South East,E07000207,Elmbridge,21418.0,22181.0,22861.0,23968.0,24286.0,24525.0,24208.0,25236.0,26557.0,28234.0,29379.0,30257.0,30293.0,30234.0,30801.0,32389.0,33915.0,34771.0,37144.0,37237.0,37810.0,40336.0,40922.0
137,South East,E07000209,Guildford,15817.0,16438.0,16975.0,17700.0,17800.0,18387.0,18498.0,19216.0,20345.0,21429.0,22421.0,22584.0,22615.0,22918.0,23089.0,24141.0,25191.0,25762.0,27323.0,27392.0,27761.0,29103.0,29325.0
138,South East,E07000212,Runnymede,13584.0,14025.0,14874.0,15080.0,15349.0,15920.0,16060.0,16683.0,17597.0,18709.0,19272.0,19504.0,19999.0,19964.0,20484.0,20966.0,22087.0,22701.0,24025.0,24042.0,24575.0,26022.0,26925.0
139,South East,E07000213,Spelthorne,12918.0,13436.0,14152.0,14593.0,15001.0,15591.0,15668.0,16073.0,16952.0,17953.0,18407.0,18504.0,19207.0,19185.0,19609.0,20452.0,21531.0,22003.0,23526.0,24156.0,24686.0,25376.0,26136.0
140,South East,E07000214,Surrey Heath,15248.0,15896.0,16430.0,17104.0,17408.0,18044.0,18185.0,18464.0,19330.0,20479.0,21274.0,21304.0,21708.0,21772.0,22205.0,23380.0,24589.0,25170.0,26880.0,27045.0,27693.0,29337.0,29545.0
141,South East,E07000216,Waverley,17468.0,18115.0,18638.0,19523.0,19783.0,20335.0,20323.0,21018.0,22439.0,23986.0,24958.0,25498.0,25105.0,25294.0,25795.0,27076.0,28285.0,29238.0,31313.0,31393.0,31663.0,32991.0,33071.0
142,South East,E07000217,Woking,15170.0,15782.0,16616.0,17412.0,17553.0,18309.0,18507.0,19040.0,20077.0,21145.0,21587.0,21658.0,22044.0,22079.0,22209.0,23416.0,24625.0,25437.0,27295.0,27573.0,28490.0,29461.0,29877.0
143,South East,E07000208,Epsom and Ewell,15945.0,16744.0,17438.0,18368.0,18780.0,19289.0,19365.0,19869.0,20922.0,22463.0,23153.0,23229.0,22985.0,23265.0,23771.0,24863.0,25639.0,26099.0,28264.0,28510.0,28991.0,28971.0,29427.0
144,South East,E07000210,Mole Valley,17208.0,18079.0,18413.0,19453.0,19524.0,20173.0,19811.0,20532.0,22219.0,23512.0,24623.0,25190.0,24756.0,24720.0,25205.0,26783.0,27617.0,28363.0,30576.0,30790.0,31264.0,32736.0,33329.0
145,South East,E07000211,Reigate and Banstead,15072.0,15859.0,16429.0,17191.0,17391.0,17946.0,18159.0,18801.0,19985.0,21272.0,22130.0,22121.0,22238.0,22217.0,22335.0,23495.0,24457.0,24918.0,26656.0,26850.0,27212.0,28419.0,29069.0
146,South East,E07000215,Tandridge,15594.0,16150.0,16671.0,17151.0,17395.0,18107.0,18447.0,18918.0,20030.0,21465.0,22296.0,22604.0,22446.0,22738.0,23062.0,24074.0,25077.0,25623.0,27537.0,27571.0,27913.0,29143.0,30333.0
147,South East,E07000223,Adur,9579.0,10049.0,10478.0,11153.0,11887.0,12165.0,12348.0,12734.0,13527.0,14097.0,14674.0,14835.0,15563.0,15928.0,16401.0,17160.0,17835.0,18003.0,19306.0,19820.0,20403.0,21203.0,21618.0
148,South East,E07000224,Arun,11281.0,11805.0,11979.0,12762.0,13495.0,13756.0,13969.0,14364.0,15080.0,15615.0,16392.0,16690.0,16979.0,17371.0,17705.0,18411.0,19154.0,19344.0,20642.0,20964.0,21385.0,22016.0,22471.0
149,South East,E07000225,Chichester,13903.0,14378.0,14471.0,15766.0,16343.0,16715.0,16979.0,17815.0,18748.0,19433.0,20110.0,20498.0,20394.0,20677.0,21162.0,21929.0,22807.0,23396.0,24828.0,25067.0,25381.0,26563.0,26915.0
150,South East,E07000229,Worthing,10380.0,10894.0,11213.0,11995.0,12662.0,13093.0,13318.0,13663.0,14309.0,14976.0,15547.0,15715.0,16289.0,16597.0,16948.0,17620.0,18349.0,18660.0,19944.0,20253.0,20880.0,21638.0,22224.0
151,South East,E07000226,Crawley,11216.0,11273.0,11671.0,12122.0,12722.0,13081.0,13327.0,13701.0,14076.0,14516.0,14879.0,14896.0,15833.0,15898.0,16200.0,16766.0,17616.0,17595.0,18297.0,18948.0,19696.0,20501.0,21656.0
152,South East,E07000227,Horsham,16720.0,16916.0,17094.0,18148.0,18419.0,18799.0,18846.0,19472.0,20303.0,20900.0,21646.0,22067.0,21697.0,21913.0,22437.0,23145.0,23990.0,24611.0,25698.0,25941.0,26043.0,27050.0,27522.0
153,South East,E07000228,Mid Sussex,15885.0,15918.0,16143.0,17337.0,17850.0,18046.0,18303.0,18925.0,19652.0,20109.0,20845.0,20998.0,20852.0,20941.0,21288.0,21963.0,22802.0,23183.0,24252.0,24853.0,25141.0,26418.0,26947.0
154,South East,E06000044,Portsmouth,9369.0,9396.0,9943.0,10798.0,10762.0,11224.0,11311.0,11347.0,11345.0,11546.0,12186.0,12550.0,13167.0,13119.0,13279.0,13368.0,13969.0,14248.0,15247.0,15556.0,15858.0,16509.0,17028.0
155,South East,E06000045,Southampton,9613.0,9506.0,9665.0,10312.0,10625.0,11060.0,11183.0,11538.0,11676.0,12185.0,12916.0,13119.0,13465.0,13469.0,13661.0,13937.0,14339.0,14639.0,15178.0,15665.0,16185.0,16950.0,17529.0
156,South East,E06000046,Isle of Wight,9834.0,10038.0,10312.0,10828.0,11594.0,11915.0,12017.0,12574.0,13149.0,13765.0,14397.0,14786.0,15525.0,15820.0,16071.0,16239.0,16625.0,16628.0,17214.0,17356.0,17657.0,18508.0,19211.0
157,South East,E07000086,Eastleigh,11647.0,11831.0,12233.0,12862.0,13459.0,14077.0,14284.0,14892.0,15354.0,15702.0,16521.0,17035.0,17649.0,17614.0,17912.0,18827.0,19563.0,19846.0,20823.0,20852.0,21032.0,22018.0,22722.0
158,South East,E07000087,Fareham,11885.0,12165.0,12683.0,13450.0,13930.0,14488.0,14676.0,15341.0,15926.0,16495.0,17411.0,17985.0,18337.0,18401.0,18786.0,19677.0,20321.0,20736.0,21643.0,21586.0,21759.0,22136.0,22669.0
159,South East,E07000088,Gosport,8970.0,9089.0,9720.0,10282.0,10933.0,11470.0,11765.0,12220.0,12534.0,12881.0,13488.0,13828.0,14668.0,14738.0,15055.0,15821.0,16549.0,16665.0,17391.0,17337.0,17653.0,18251.0,18711.0
160,South East,E07000090,Havant,10206.0,10384.0,10787.0,11416.0,12025.0,12602.0,12733.0,13348.0,13844.0,14361.0,15206.0,15638.0,16209.0,16326.0,16607.0,17381.0,18225.0,18640.0,19348.0,19378.0,19407.0,20093.0,20700.0
161,South East,E07000085,East Hampshire,14209.0,14719.0,15429.0,16382.0,16874.0,17403.0,17627.0,18342.0,19144.0,19821.0,20838.0,21497.0,21900.0,21995.0,22158.0,23099.0,23724.0,24448.0,26109.0,26492.0,26894.0,27858.0,28337.0
162,South East,E07000091,New Forest,12323.0,12538.0,12896.0,13860.0,14318.0,14676.0,14929.0,15612.0,16196.0,16851.0,17700.0,18393.0,18764.0,18762.0,19085.0,20068.0,20308.0,20827.0,22418.0,22575.0,23047.0,24279.0,24778.0
163,South East,E07000093,Test Valley,13072.0,13210.0,13624.0,14639.0,15122.0,15588.0,15699.0,16356.0,16861.0,17588.0,18520.0,19071.0,19805.0,19838.0,20094.0,21162.0,21415.0,21742.0,23249.0,23369.0,23803.0,24992.0,25872.0
164,South East,E07000094,Winchester,14799.0,15038.0,15612.0,16933.0,17612.0,17994.0,18005.0,19042.0,19740.0,20364.0,21507.0,22116.0,22253.0,22414.0,22697.0,23747.0,24284.0,24759.0,26331.0,26251.0,26969.0,27577.0,28611.0
165,South East,E07000084,Basingstoke and Deane,14106.0,14350.0,14680.0,15528.0,15945.0,16278.0,16410.0,17104.0,17444.0,17884.0,18912.0,19294.0,19581.0,19493.0,19682.0,20536.0,21295.0,21659.0,23103.0,23138.0,23960.0,25102.0,25458.0
166,South East,E07000089,Hart,16723.0,16940.0,17264.0,18471.0,18792.0,19113.0,19016.0,19742.0,20151.0,20593.0,21725.0,22434.0,22381.0,22422.0,22869.0,23894.0,24704.0,25449.0,27380.0,27274.0,27579.0,28656.0,29293.0
167,South East,E07000092,Rushmoor,10872.0,10633.0,11132.0,11772.0,12147.0,12706.0,12928.0,13383.0,13659.0,14054.0,14697.0,15018.0,15925.0,16137.0,16359.0,17186.0,18065.0,18268.0,19501.0,19726.0,20618.0,21314.0,22215.0
168,South East,E06000035,Medway,10827.0,10623.0,11080.0,11725.0,12160.0,12529.0,12660.0,13278.0,13696.0,14094.0,14801.0,15107.0,15625.0,15653.0,15907.0,16232.0,16500.0,16871.0,17813.0,18223.0,18503.0,19213.0,19814.0
169,South East,E07000107,Dartford,11822.0,11895.0,12566.0,13400.0,13912.0,14480.0,14752.0,15058.0,15411.0,15877.0,16747.0,17096.0,17393.0,17544.0,17804.0,18415.0,18901.0,19325.0,20343.0,21079.0,21348.0,21837.0,22459.0
170,South East,E07000109,Gravesham,10147.0,10252.0,10653.0,11262.0,11707.0,12268.0,12432.0,12936.0,13311.0,13725.0,14491.0,14847.0,15375.0,15529.0,15850.0,16304.0,16880.0,17282.0,18164.0,18864.0,19447.0,20308.0,20665.0
171,South East,E07000113,Swale,10288.0,10404.0,10861.0,11485.0,11828.0,12273.0,12438.0,12975.0,13455.0,13855.0,14437.0,14719.0,15098.0,15209.0,15427.0,15822.0,16389.0,16786.0,17562.0,18057.0,18361.0,19191.0,19753.0
172,South East,E07000106,Canterbury,9306.0,9596.0,10195.0,11053.0,11665.0,12194.0,12319.0,12796.0,13295.0,13643.0,14425.0,14857.0,15525.0,15841.0,16136.0,16655.0,17188.0,17532.0,18223.0,18495.0,18710.0,19210.0,19631.0
173,South East,E07000108,Dover,9023.0,9254.0,9709.0,10359.0,10901.0,11361.0,11573.0,12165.0,12694.0,13204.0,13984.0,14366.0,15136.0,15328.0,15634.0,16262.0,16914.0,17383.0,18243.0,18599.0,18794.0,19487.0,19964.0
174,South East,E07000112,Folkestone and Hythe,9760.0,10036.0,10510.0,11232.0,11716.0,12244.0,12465.0,12977.0,13526.0,13949.0,14685.0,15151.0,15773.0,15884.0,16153.0,16753.0,17374.0,17737.0,18680.0,19008.0,19382.0,19966.0,20461.0
175,South East,E07000114,Thanet,8317.0,8461.0,8987.0,9615.0,10154.0,10609.0,10917.0,11413.0,11988.0,12534.0,13159.0,13573.0,14302.0,14512.0,14857.0,15379.0,15856.0,16201.0,16810.0,17269.0,17607.0,18219.0,18710.0
176,South East,E07000105,Ashford,12731.0,12773.0,13084.0,13983.0,14320.0,14555.0,14588.0,15220.0,15636.0,16027.0,16724.0,17093.0,17358.0,17501.0,17576.0,18204.0,18861.0,19326.0,20028.0,20529.0,20710.0,21652.0,21967.0
177,South East,E07000110,Maidstone,12591.0,12675.0,13243.0,14190.0,14689.0,14943.0,15160.0,15753.0,16266.0,16801.0,17507.0,17796.0,18132.0,18256.0,18432.0,19127.0,19833.0,20168.0,20830.0,21490.0,21794.0,22322.0,22888.0
178,South East,E07000111,Sevenoaks,17139.0,17104.0,17338.0,18828.0,19303.0,19568.0,19750.0,20737.0,21365.0,22058.0,23272.0,24067.0,23906.0,23982.0,24388.0,25195.0,26084.0,27312.0,29208.0,29237.0,29492.0,31485.0,31654.0
179,South East,E07000115,Tonbridge and Malling,14528.0,14327.0,14737.0,15712.0,16001.0,16382.0,16387.0,17020.0,17434.0,17949.0,18540.0,18848.0,19254.0,19399.0,19623.0,20345.0,21205.0,21792.0,23145.0,23374.0,23705.0,24691.0,25249.0
180,South East,E07000116,Tunbridge Wells,15596.0,15504.0,16050.0,17016.0,17422.0,17752.0,17863.0,18739.0,19411.0,20050.0,20720.0,20898.0,21234.0,21288.0,21479.0,22253.0,23135.0,23894.0,25924.0,26027.0,26557.0,27286.0,28503.0
183,London,E09000001,City of London,89249.0,98239.0,90832.0,95511.0,94159.0,95878.0,101359.0,109234.0,122565.0,130110.0,139733.0,155363.0,151219.0,147841.0,144611.0,175447.0,216630.0,226826.0,227294.0,220644.0,212614.0,211104.0,200903.0
184,London,E09000007,Camden,16136.0,17852.0,19073.0,21204.0,21070.0,21157.0,21456.0,23163.0,25626.0,27818.0,30857.0,33847.0,33740.0,32757.0,31344.0,33549.0,36688.0,37202.0,39613.0,40827.0,41106.0,43536.0,44015.0
185,London,E09000033,Westminster,21037.0,21787.0,23802.0,25855.0,26222.0,25956.0,26437.0,28248.0,30474.0,32950.0,36946.0,39934.0,40292.0,40108.0,39217.0,42327.0,46370.0,49012.0,52280.0,54106.0,53482.0,53644.0,53670.0
186,London,E09000013,Hammersmith and Fulham,19419.0,19541.0,20665.0,22305.0,22312.0,21905.0,22635.0,23952.0,25801.0,27374.0,29560.0,30987.0,31706.0,31222.0,29947.0,32093.0,35892.0,37905.0,39533.0,39217.0,39665.0,42335.0,43040.0
187,London,E09000020,Kensington and Chelsea,36851.0,36509.0,37780.0,40432.0,39445.0,38784.0,39416.0,42454.0,45392.0,50119.0,57183.0,62206.0,60761.0,58909.0,58401.0,64298.0,71228.0,76857.0,79703.0,80470.0,81531.0,85476.0,85376.0
188,London,E09000032,Wandsworth,13864.0,15395.0,17139.0,19331.0,19900.0,19854.0,20238.0,21779.0,24153.0,26087.0,29070.0,30249.0,30292.0,29257.0,28019.0,29872.0,32636.0,34593.0,36445.0,37729.0,37678.0,39489.0,40851.0
189,London,E09000012,Hackney,6935.0,7660.0,8570.0,9733.0,10246.0,10553.0,11010.0,11835.0,12989.0,14132.0,15399.0,15849.0,16250.0,16606.0,16918.0,17827.0,19165.0,20005.0,21621.0,22261.0,22369.0,23527.0,24575.0
190,London,E09000025,Newham,5875.0,6385.0,7091.0,8097.0,8714.0,9077.0,9798.0,10623.0,11802.0,12765.0,13531.0,13776.0,13829.0,14024.0,14050.0,14751.0,15478.0,15838.0,17261.0,17911.0,18524.0,19481.0,20710.0
191,London,E09000030,Tower Hamlets,13102.0,13325.0,14064.0,15113.0,15519.0,15596.0,16107.0,16898.0,17905.0,18767.0,19806.0,20089.0,20162.0,20386.0,20293.0,21094.0,21666.0,22085.0,23571.0,24549.0,24569.0,25457.0,26404.0
192,London,E09000014,Haringey,14121.0,14307.0,15228.0,16230.0,16592.0,16917.0,17262.0,18137.0,19125.0,20005.0,21261.0,21354.0,21386.0,22153.0,22448.0,23850.0,24344.0,25491.0,27170.0,26849.0,27713.0,29225.0,30176.0
193,London,E09000019,Islington,16530.0,16738.0,18296.0,19601.0,19912.0,20328.0,20643.0,21660.0,22816.0,24364.0,26092.0,26793.0,26354.0,26922.0,26758.0,28036.0,28434.0,29239.0,30783.0,30475.0,30315.0,31363.0,32534.0
194,London,E09000023,Lewisham,9027.0,9342.0,10073.0,10949.0,11387.0,11735.0,12377.0,13100.0,14025.0,14967.0,15953.0,16232.0,16256.0,16916.0,17125.0,18117.0,18836.0,19814.0,21222.0,21618.0,22229.0,23099.0,24047.0
195,London,E09000028,Southwark,10909.0,11350.0,12269.0,13364.0,13633.0,13890.0,14556.0,15381.0,16455.0,17326.0,18472.0,18874.0,18995.0,19718.0,19957.0,21028.0,21923.0,23157.0,24701.0,25250.0,25677.0,27582.0,28609.0
196,London,E09000022,Lambeth,11056.0,11355.0,12363.0,13509.0,13756.0,14038.0,14487.0,15273.0,16275.0,17235.0,18510.0,18913.0,18939.0,19620.0,19776.0,20871.0,21794.0,22829.0,25826.0,27151.0,27079.0,28842.0,30386.0
197,London,E09000004,Bexley,12135.0,12226.0,12617.0,13282.0,14030.0,14331.0,14854.0,15390.0,15825.0,16170.0,17167.0,17568.0,17377.0,17752.0,17825.0,18678.0,19117.0,19701.0,21032.0,21580.0,21560.0,22525.0,23401.0
198,London,E09000011,Greenwich,13315.0,13388.0,14143.0,14879.0,15489.0,15653.0,16089.0,16497.0,16961.0,17288.0,18126.0,18561.0,18682.0,18986.0,18891.0,19510.0,20243.0,20770.0,21786.0,22262.0,22419.0,23351.0,24700.0
199,London,E09000002,Barking and Dagenham,8484.0,8736.0,9219.0,9710.0,10417.0,10843.0,11408.0,11886.0,12235.0,12577.0,13246.0,13625.0,13861.0,14032.0,14085.0,14943.0,15240.0,15434.0,16246.0,16649.0,16879.0,17873.0,18928.0
200,London,E09000016,Havering,11529.0,11985.0,12395.0,13402.0,14147.0,14477.0,15091.0,15664.0,16213.0,16555.0,17749.0,18298.0,17909.0,18400.0,18573.0,19548.0,20086.0,20409.0,21770.0,22312.0,22448.0,23619.0,24089.0
201,London,E09000026,Redbridge,11580.0,11804.0,12283.0,13191.0,13910.0,14266.0,14714.0,15344.0,15918.0,16159.0,17056.0,17470.0,17184.0,17579.0,17577.0,18713.0,19064.0,19532.0,21335.0,21713.0,22334.0,23702.0,24650.0
202,London,E09000031,Waltham Forest,10375.0,10595.0,11256.0,11989.0,12913.0,13316.0,13896.0,14379.0,14951.0,15316.0,16174.0,16402.0,16430.0,16739.0,16815.0,17966.0,18732.0,19494.0,21089.0,21610.0,22240.0,23529.0,24614.0
203,London,E09000010,Enfield,10871.0,11240.0,11624.0,12593.0,13334.0,13502.0,14068.0,14721.0,15314.0,15725.0,16856.0,17384.0,17283.0,17524.0,17537.0,18686.0,19118.0,19869.0,21476.0,22012.0,21933.0,22810.0,23710.0
204,London,E09000006,Bromley,13859.0,14474.0,15224.0,16345.0,16872.0,17229.0,18174.0,19238.0,20100.0,20633.0,21762.0,22007.0,21642.0,22235.0,22640.0,23922.0,24580.0,25633.0,27416.0,27760.0,27656.0,29091.0,30157.0
205,London,E09000008,Croydon,10186.0,10568.0,11366.0,12378.0,12978.0,13441.0,14210.0,15001.0,15798.0,16267.0,17272.0,17621.0,17341.0,17743.0,17974.0,19002.0,19646.0,19991.0,21517.0,21921.0,22240.0,23599.0,24603.0
206,London,E09000021,Kingston upon Thames,14897.0,15113.0,15886.0,17009.0,17323.0,17583.0,18328.0,19208.0,19944.0,20309.0,21734.0,22080.0,21593.0,22113.0,22292.0,23575.0,24400.0,24787.0,26086.0,26576.0,26326.0,27919.0,29045.0
207,London,E09000024,Merton,15877.0,16271.0,17163.0,18229.0,18589.0,18990.0,19919.0,21169.0,22053.0,22466.0,23674.0,24129.0,23570.0,24375.0,24737.0,26018.0,27302.0,28214.0,30049.0,30694.0,30672.0,32155.0,33251.0
208,London,E09000029,Sutton,11933.0,12252.0,12869.0,13902.0,14235.0,14563.0,15196.0,15983.0,16840.0,17223.0,18177.0,18515.0,18163.0,18735.0,18947.0,20041.0,20728.0,21096.0,22618.0,22986.0,22742.0,24755.0,25591.0
209,London,E09000003,Barnet,12648.0,13274.0,13994.0,15180.0,15678.0,16231.0,17022.0,17629.0,18692.0,19361.0,20603.0,21232.0,20919.0,21429.0,21563.0,23059.0,23973.0,25255.0,28051.0,28824.0,28940.0,30271.0,31489.0
210,London,E09000005,Brent,10774.0,11220.0,12068.0,12922.0,13454.0,14013.0,14703.0,15231.0,16245.0,16567.0,17578.0,18013.0,18138.0,18379.0,18542.0,19897.0,21112.0,22031.0,23612.0,23841.0,24022.0,25381.0,26376.0
211,London,E09000009,Ealing,12916.0,13243.0,14000.0,14815.0,15363.0,15783.0,16516.0,17019.0,17719.0,18119.0,19167.0,19686.0,19585.0,20111.0,20297.0,21715.0,23042.0,24377.0,26335.0,26487.0,26373.0,27249.0,28155.0
212,London,E09000015,Harrow,12856.0,13548.0,14334.0,15346.0,16019.0,16571.0,17398.0,17863.0,18621.0,18876.0,20221.0,20790.0,20165.0,20808.0,20965.0,22387.0,23635.0,24440.0,26306.0,27016.0,27242.0,28177.0,29284.0
213,London,E09000017,Hillingdon,10295.0,10780.0,11605.0,12440.0,13120.0,13616.0,14293.0,14900.0,15685.0,16054.0,16936.0,17400.0,17314.0,17671.0,17656.0,18610.0,19479.0,19782.0,21242.0,21611.0,21622.0,22625.0,23160.0
214,London,E09000018,Hounslow,13805.0,14007.0,14796.0,15535.0,16076.0,16507.0,17294.0,17603.0,18094.0,18319.0,18732.0,19115.0,19374.0,19613.0,19418.0,20703.0,21571.0,22159.0,23930.0,23720.0,23988.0,25490.0,26575.0
215,London,E09000027,Richmond upon Thames,22020.0,22409.0,23182.0,24851.0,25131.0,25309.0,25881.0,26693.0,27810.0,28819.0,31155.0,32222.0,31396.0,31755.0,31979.0,34036.0,35625.0,37104.0,40068.0,39546.0,39560.0,42079.0,43363.0
